Aashar,Shayer
"husn-e-azal kī shaan dikhā kar chale ga.e
ik vāqi.a sā yaad dilā kar chale ga.e",jigar-moradabadi
"chehre tak āstīn vo lā kar chale ga.e
kyā raaz thā ki jis ko chhupā kar chale ga.e",jigar-moradabadi
"rag rag meñ is tarah vo samā kar chale ga.e
jaise mujhī ko mujh se churā kar chale ga.e",jigar-moradabadi
"merī hayāt-e-ishq ko de kar junūn-e-shauq
mujh ko tamām hosh banā kar chale ga.e",jigar-moradabadi
"samjhā ke pastiyāñ mire auj-e-kamāl kī
apnī bulandiyāñ vo dikhā kar chale ga.e",jigar-moradabadi
"apne faroġh-e-husn kī dikhlā ke vus.ateñ
mere hudūd-e-shauq baḌhā kar chale ga.e",jigar-moradabadi
"har shai ko merī ḳhātir-e-nāshād ke liye
ā.īna-e-jamāl banā kar chale ga.e",jigar-moradabadi
"aa.e the dil kī pyaas bujhāne ke vāste
ik aag sī vo aur lagā kar chale ga.e",jigar-moradabadi
"aa.e the chashm-e-shauq kī hasrat nikālne
sar-tā-qadam nigāh banā kar chale ga.e",jigar-moradabadi
"ab kārobār-e-ishq se fursat mujhe kahāñ
kaunain kā vo dard baḌhā kar chale ga.e",jigar-moradabadi
"shukr-e-karam ke saath ye shikva bhī ho qubūl
apnā sā kyuuñ na mujh ko banā kar chale ga.e",jigar-moradabadi
"lab thartharā ke rah ga.e lekin vo ai 'jigar'
jaate hue nigāh milā kar chale ga.e",jigar-moradabadi
"aayā na raas nāla-e-dil kā asar mujhe
ab tum mile to kuchh nahīñ apnī ḳhabar mujhe",jigar-moradabadi
"dil le ke mujh se dete ho dāġh-e-jigar mujhe
ye baat bhūlne kī nahīñ umr bhar mujhe",jigar-moradabadi
"har-sū dikhā.ī dete haiñ vo jalva-gar mujhe
kyā kyā fareb detī hai merī nazar mujhe",jigar-moradabadi
"miltī nahīñ hai lazzat-e-dard-e-jigar mujhe
bhūlī huī na ho nigah-e-fitnagar mujhe",jigar-moradabadi
"Daalā hai be-ḳhudī ne ajab raah par mujhe
āñkheñ haiñ aur kuchh nahīñ aatā nazar mujhe",jigar-moradabadi
"karnā hai aaj hazrat-e-nāseh se sāmnā
mil jaa.e do ghaḌī ko tumhārī nazar mujhe",jigar-moradabadi
"mastāna kar rahā huuñ rah-e-āshiqī ko tai
le jaa.e jazb-e-shauq mirā ab jidhar mujhe",jigar-moradabadi
"Dartā huuñ jalva-e-ruḳh-e-jānāñ ko dekh kar
apnā banā na le kahīñ merī nazar mujhe",jigar-moradabadi
"yaksāñ hai husn-o-ishq kī sar-mastiyoñ kā rañg
un kī ḳhabar unheñ hai na merī ḳhabar mujhe",jigar-moradabadi
"marnā hai un ke paañv pe rakh kar sar-e-niyāz
karnā hai aaj qissa-e-ġham muḳhtasar mujhe",jigar-moradabadi
"siine se dil aziiz hai dil se ho tum aziiz
sab se magar aziiz hai terī nazar mujhe",jigar-moradabadi
"maiñ duur huuñ to rū-e-suḳhan mujh se kis liye
tum paas ho to kyuuñ nahīñ aate nazar mujhe",jigar-moradabadi
"kyā jāniye qafas meñ rahe kyā mo.āmla
ab tak to haiñ aziiz mire bāl-o-par mujhe",jigar-moradabadi
"ab to ye bhī nahīñ rahā ehsās
dard hotā hai yā nahīñ hotā",jigar-moradabadi
"ishq jab tak na kar chuke rusvā
aadmī kaam kā nahīñ hotā",jigar-moradabadi
"TuuT paḌtā hai daf.atan jo ishq
besh-tar der-pā nahīñ hotā",jigar-moradabadi
"vo bhī hotā hai ek vaqt ki jab
mā-sivā mā-sivā nahīñ hotā",jigar-moradabadi
"haa.e kyā ho gayā tabī.at ko
ġham bhī rāhat-fazā nahīñ hotā",jigar-moradabadi
"dil hamārā hai yā tumhārā hai
ham se ye faisla nahīñ hotā",jigar-moradabadi
"jis pe terī nazar nahīñ hotī
us kī jānib ḳhudā nahīñ hotā",jigar-moradabadi
"maiñ ki be-zār umr bhar ke liye
dil ki dam-bhar judā nahīñ hotā",jigar-moradabadi
"vo hamāre qarīb hote haiñ
jab hamārā patā nahīñ hotā",jigar-moradabadi
"dil ko kyā kyā sukūn hotā hai
jab koī aasrā nahīñ hotā",jigar-moradabadi
"ho ke ik baar sāmnā un se
phir kabhī sāmnā nahīñ hotā",jigar-moradabadi
"agar na zohra-jabīnoñ ke darmiyāñ guzre
to phir ye kaise kaTe zindagī kahāñ guzre",jigar-moradabadi
"jo tere aariz o gesū ke darmiyāñ guzre
kabhī kabhī vahī lamhe balā-e-jāñ guzre",jigar-moradabadi
"mujhe ye vahm rahā muddatoñ ki jur.at-e-shauq
kahīñ na ḳhātir-e-māsūm par girāñ guzre",jigar-moradabadi
"har ik maqām-e-mohabbat bahut hī dilkash thā
magar ham ahl-e-mohabbat kashāñ kashāñ guzre",jigar-moradabadi
"junūñ ke saḳht marāhil bhī terī yaad ke saath
hasīñ hasīñ nazar aa.e javāñ javāñ guzre",jigar-moradabadi
"mirī nazar se tirī justujū ke sadqe meñ
ye ik jahāñ hī nahīñ saiñkaḌoñ jahāñ guzre",jigar-moradabadi
"hujūm-e-jalva meñ parvāz-e-shauq kyā kahnā
ki jaise ruuh sitāroñ ke darmiyāñ guzre",jigar-moradabadi
"ḳhatā-muāf zamāne se bad-gumāñ ho kar
tirī vafā pe bhī kyā kyā hameñ gumāñ guzre",jigar-moradabadi
"mujhe thā shikva-e-hijrāñ ki ye huā mahsūs
mire qarīb se ho kar vo nā-gahāñ guzre",jigar-moradabadi
"rah-e-vafā meñ ik aisā maqām bhī aayā
ki ham ḳhud apnī taraf se bhī bad-gumāñ guzre",jigar-moradabadi
"ḳhulūs jis meñ ho shāmil vo daur-e-ishq-o-havas
na rā.egāñ kabhī guzrā na rā.egāñ guzre",jigar-moradabadi
"usī ko kahte haiñ jannat usī ko dozaḳh bhī
vo zindagī jo hasīnoñ ke darmiyāñ guzre",jigar-moradabadi
"bahut hasīn manāzir bhī husn-e-fitrat ke
na jaane aaj tabī.at pe kyuuñ girāñ guzre",jigar-moradabadi
"vo jin ke saa.e se bhī bijliyāñ laraztī thiiñ
mirī nazar se kuchh aise bhī āshiyāñ guzre",jigar-moradabadi
"mirā to farz chaman-bandi-e-jahāñ hai faqat
mirī balā se bahār aa.e yā ḳhizāñ guzre",jigar-moradabadi
"kahāñ kā husn ki ḳhud ishq ko ḳhabar na huī
rah-e-talab meñ kuchh aise bhī imtihāñ guzre",jigar-moradabadi
"bharī bahār meñ tārāji-e-chaman mat pūchh
ḳhudā kare na phir āñkhoñ se vo samāñ guzre",jigar-moradabadi
"koī na dekh sakā jin ko vo diloñ ke sivā
muāmlāt kuchh aise bhī darmiyāñ guzre",jigar-moradabadi
"kabhī kabhī to isī ek musht-e-ḳhāk ke gird
tavāf karte hue haft āsmāñ guzre",jigar-moradabadi
"bahut hasīn sahī sohbateñ guloñ kī magar
vo zindagī hai jo kāñToñ ke darmiyāñ guzre",jigar-moradabadi
"abhī se tujh ko bahut nāgavār haiñ hamdam
vo hādsāt jo ab tak ravāñ-davāñ guzre",jigar-moradabadi
"jinheñ ki dīda-e-shā.ir hī dekh saktā hai
vo inqilāb tire sāmne kahāñ guzre",jigar-moradabadi
"bahut aziiz hai mujh ko unheñ kyā yaad 'jigar'
vo hādsāt-e-mohabbat jo nā-gahāñ guzre",jigar-moradabadi
"ai husn-e-yār sharm ye kyā inqalāb hai
tujh se ziyāda dard tirā kāmyāb hai",jigar-moradabadi
"āshiq kī be-dilī kā taġhāful nahīñ javāb
us kā bas ek josh-e-mohabbat javāb hai",jigar-moradabadi
"terī ināyateñ ki nahīñ nazr-e-jāñ qubūl
terī navāzisheñ ki zamāna ḳharāb hai",jigar-moradabadi
"ai husn apnī hausla-afzā.iyāñ to dekh
maanā ki chashm-e-shauq bahut be-hijāb hai",jigar-moradabadi
"maiñ ishq-e-be-niyāz huuñ tum husn-e-be-panāh
merā javāb hai na tumhārā javāb hai",jigar-moradabadi
"mai-ḳhāna hai usī kā ye duniyā usī kī hai
jis tishna-lab ke haath meñ jām-e-sharāb hai",jigar-moradabadi
"us se dil-e-tabāh kī rūdād kyā kahūñ
jo ye na sun sake ki zamāna ḳharāb hai",jigar-moradabadi
"ai mohtasib na pheñk mire mohtasib na pheñk
zālim sharāb hai are zālim sharāb hai",jigar-moradabadi
"apne hudūd se na baḌhe koī ishq meñ
jo zarra jis jagah hai vahīñ āftāb hai",jigar-moradabadi
"vo laakh sāmne hoñ magar is kā kyā ilaaj
dil māntā nahīñ ki nazar kāmyāb hai",jigar-moradabadi
"merī nigāh-e-shauq bhī kuchh kam nahīñ magar
phir bhī tirā shabāb tirā hī shabāb hai",jigar-moradabadi
"mānūs-e-e'tibār-e-karam kyuuñ kiyā mujhe
ab har ḳhatā-e-shauq isī kā javāb hai",jigar-moradabadi
"maiñ us kā ā.īna huuñ vo hai merā ā.īna
merī nazar se us kī nazar kāmyāb hai",jigar-moradabadi
"tanhā.ī-e-firāq ke qurbān jā.iye
maiñ huuñ ḳhayāl-e-yār hai chashm-e-pur-āb hai",jigar-moradabadi
"sarmāya-e-firāq 'jigar' aah kuchh na pūchh
ab jaan hai so apne liye ḳhud azaab hai",jigar-moradabadi
"allāh agar taufīq na de insān ke bas kā kaam nahīñ
faizān-e-mohabbat aam sahī irfān-e-mohabbat aam nahīñ",jigar-moradabadi
"ye tū ne kahā kyā ai nādāñ fayyāzī-e-qudrat aam nahīñ
tū fikr o nazar to paidā kar kyā chiiz hai jo in.aam nahīñ",jigar-moradabadi
"yā-rab ye maqām-e-ishq hai kyā go dīda-o-dil nākām nahīñ
taskīn hai aur taskīn nahīñ ārām hai aur ārām nahīñ",jigar-moradabadi
"kyuuñ mast-e-sharāb-e-aish-o-tarab taklīf-e-tavajjoh farmā.eñ
āvāz-e-shikast-e-dil hī to hai āvāz-e-shikast-e-jām nahīñ",jigar-moradabadi
"aanā hai jo bazm-e-jānāñ meñ pindār-e-ḳhudī ko toḌ ke aa
ai hosh-o-ḳhirad ke dīvāne yaañ hosh-o-ḳhirad kā kaam nahīñ",jigar-moradabadi
"zāhid ne kuchh is andāz se pī saaqī kī nigāheñ paḌne lagīñ
mai-kash yahī ab tak samjhe the shā.ista daur-e-jām nahīñ",jigar-moradabadi
"ishq aur gavārā ḳhud kar le be-shart shikast-e-fāsh apnī
dil kī bhī kuchh un ke sāzish hai tanhā ye nazar kā kaam nahīñ",jigar-moradabadi
"sab jis ko asīrī kahte haiñ vo to hai amīrī hī lekin
vo kaun sī āzādī hai yahāñ jo aap ḳhud apnā daam nahīñ",jigar-moradabadi
"barābar se bach kar guzar jaane vaale
ye naale nahīñ be-asar jaane vaale",jigar-moradabadi
"nahīñ jānte kuchh ki jaanā kahāñ hai
chale jā rahe haiñ magar jaane vaale",jigar-moradabadi
"mire dil kī betābiyāñ bhī liye jā
dabe paañv muñh pher kar jaane vaale",jigar-moradabadi
"tire ik ishāre pe sākit khaḌe haiñ
nahīñ kah ke sab se guzar jaane vaale",jigar-moradabadi
"mohabbat meñ ham to jiye haiñ jiyeñge
vo hoñge koī aur mar jaane vaale",jigar-moradabadi
"be-kaif dil hai aur jiye jā rahā huuñ maiñ
ḳhālī hai shīsha aur piye jā rahā huuñ maiñ",jigar-moradabadi
"paiham jo aah aah kiye jā rahā huuñ maiñ
daulat hai ġham zakāt diye jā rahā huuñ maiñ",jigar-moradabadi
"majbūri-e-kamāl-e-mohabbat to dekhnā
jiinā nahīñ qubūl jiye jā rahā huuñ maiñ",jigar-moradabadi
"vo dil kahāñ hai ab ki jise pyaar kījiye
majbūriyāñ haiñ saath diye jā rahā huuñ maiñ",jigar-moradabadi
"ruḳhsat huī shabāb ke hamrāh zindagī
kahne kī baat hai ki jiye jā rahā huuñ maiñ",jigar-moradabadi
"pahle sharāb ziist thī ab ziist hai sharāb
koī pilā rahā hai piye jā rahā huuñ maiñ",jigar-moradabadi
"dāstān-e-ġham-e-dil un ko sunā.ī na ga.ī
baat bigḌī thī kuchh aisī ki banā.ī na ga.ī",jigar-moradabadi
"sab ko ham bhuul ga.e josh-e-junūñ meñ lekin
ik tirī yaad thī aisī jo bhulā.ī na ga.ī",jigar-moradabadi
"ishq par kuchh na chalā dīda-e-tar kā qaabū
us ne jo aag lagā dī vo bujhā.ī na ga.ī",jigar-moradabadi
"paḌ gayā husn-e-ruḳh-e-yār kā partav jis par
ḳhaak meñ mil ke bhī is dil kī safā.ī na ga.ī",jigar-moradabadi
"kyā uThā.egī sabā ḳhaak mirī us dar se
ye qayāmat to ḳhud un se bhī uThā.ī na ga.ī",jigar-moradabadi
"dil gayā raunaq-e-hayāt ga.ī
ġham gayā saarī kā.enāt ga.ī",jigar-moradabadi
"dil dhaḌakte hī phir ga.ī vo nazar
lab tak aa.ī na thī ki baat ga.ī",jigar-moradabadi
"din kā kyā zikr tīra-baḳhtoñ meñ
ek raat aa.ī ek raat ga.ī",jigar-moradabadi
"terī bātoñ se aaj to vaa.iz
vo jo thī ḳhvāhish-e-najāt ga.ī",jigar-moradabadi
"un ke bahlā.e bhī na bahlā dil
rā.egāñ sa.ī-e-iltifāt ga.ī",jigar-moradabadi
"marg-e-āshiq to kuchh nahīñ lekin
ik masīhā-nafas kī baat ga.ī",jigar-moradabadi
"ab junūñ aap hai garebāñ-gīr
ab vo rasm-e-takallufāt ga.ī",jigar-moradabadi
"ham ne bhī vaz-e-ġham badal Daalī
jab se vo tarz-e-iltifāt ga.ī",jigar-moradabadi
"tark-e-ulfat bahut bajā nāseh
lekin us tak agar ye baat ga.ī",jigar-moradabadi
"haañ maze luuT le javānī ke
phir na aa.egī ye jo raat ga.ī",jigar-moradabadi
"haañ ye sarshāriyāñ javānī kī
aañkh jhapkī hī thī ki raat ga.ī",jigar-moradabadi
"jalva-e-zāt ai ma.āz-allāh
tāb-e-ā.īna-e-sifāt ga.ī",jigar-moradabadi
"nahīñ miltā mizāj-e-dil ham se
ġhāliban duur tak ye baat ga.ī",jigar-moradabadi
"qaid-e-hastī se kab najāt 'jigar'
maut aa.ī agar hayāt ga.ī",jigar-moradabadi
"dil ko sukūn ruuh ko ārām aa gayā
maut aa ga.ī ki dost kā paiġhām aa gayā",jigar-moradabadi
"jab koī zikr-e-gardish-e-ayyām aa gayā
be-iḳhtiyār lab pe tirā naam aa gayā",jigar-moradabadi
"ġham meñ bhī hai surūr vo hañgām aa gayā
shāyad ki daur-e-bāda-e-gulfām aa gayā",jigar-moradabadi
"dīvāngī ho aql ho ummīd ho ki yaas
apnā vahī hai vaqt pe jo kaam aa gayā",jigar-moradabadi
"dil ke muāmlāt meñ nāseh shikast kyā
sau baar husn par bhī ye ilzām aa gayā",jigar-moradabadi
"sayyād shādmāñ hai magar ye to soch le
maiñ aa gayā ki saaya tah-e-dām aa gayā",jigar-moradabadi
"dil ko na pūchh mārka-e-husn-o-ishq meñ
kyā jāniye ġharīb kahāñ kaam aa gayā",jigar-moradabadi
"ye kyā maqām-e-ishq hai zālim ki in dinoñ
aksar tire baġhair bhī ārām aa gayā",jigar-moradabadi
"ahbāb mujh se qat-e-ta.alluq kareñ 'jigar'
ab āftāb-e-zīst lab-e-bām aa gayā",jigar-moradabadi
"dil meñ kisī ke raah kiye jā rahā huuñ maiñ
kitnā hasīñ gunāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"duniyā-e-dil tabāh kiye jā rahā huuñ maiñ
sarf-e-nigāh-o-āh kiye jā rahā huuñ maiñ",jigar-moradabadi
"fard-e-amal siyāh kiye jā rahā huuñ maiñ
rahmat ko be-panāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"aisī bhī ik nigāh kiye jā rahā huuñ maiñ
zarroñ ko mehr-o-māh kiye jā rahā huuñ maiñ",jigar-moradabadi
"mujh se lage haiñ ishq kī azmat ko chaar chāñd
ḳhud husn ko gavāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"daftar hai ek māni-e-be-lafz-o-saut kā
saada sī jo nigāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"aage qadam baḌhā.eñ jinheñ sūjhtā nahīñ
raushan charāġh-e-rāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"māsūmi-e-jamāl ko bhī jin pe rashk hai
aise bhī kuchh gunāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"tanqīd-e-husn maslahat-e-ḳhās-e-ishq hai
ye jurm gaah gaah kiye jā rahā huuñ maiñ",jigar-moradabadi
"uThtī nahīñ hai aañkh magar us ke rū-ba-rū
nādīda ik nigāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"gulshan-parast huuñ mujhe gul hī nahīñ aziiz
kāñToñ se bhī nibāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"yuuñ zindagī guzār rahā huuñ tire baġhair
jaise koī gunāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"mujh se adā huā hai 'jigar' justujū kā haq
har zarre ko gavāh kiye jā rahā huuñ maiñ",jigar-moradabadi
"duniyā ke sitam yaad na apnī hī vafā yaad
ab mujh ko nahīñ kuchh bhī mohabbat ke sivā yaad",jigar-moradabadi
"maiñ shikva ba-lab thā mujhe ye bhī na rahā yaad
shāyad ki mire bhūlne vaale ne kiyā yaad",jigar-moradabadi
"chheḌā thā jise pahle-pahal terī nazar ne
ab tak hai vo ik naġhma-e-be-sāz-o-sadā yaad",jigar-moradabadi
"jab koī hasīñ hotā hai sargarm-e-navāzish
us vaqt vo kuchh aur bhī aate haiñ sivā yaad",jigar-moradabadi
"kyā jāniye kyā ho gayā arbāb-e-junūñ ko
marne kī adā yaad na jiine kī adā yaad",jigar-moradabadi
"muddat huī ik hādsa-e-ishq ko lekin
ab tak hai tire dil ke dhaḌakne kī sadā yaad",jigar-moradabadi
"haañ haañ tujhe kyā kaam mirī shiddat-e-ġham se
haañ haañ nahīñ mujh ko tire dāman kī havā yaad",jigar-moradabadi
"maiñ tark-e-rah-o-rasm-e-junūñ kar hī chukā thā
kyuuñ aa ga.ī aise meñ tirī laġhzish-e-pā yaad",jigar-moradabadi
"kyā lutf ki maiñ apnā pata aap batā.ūñ
kiije koī bhūlī huī ḳhaas apnī adā yaad",jigar-moradabadi
"fikr-e-manzil hai na hosh-e-jāda-e-manzil mujhe
jā rahā huuñ jis taraf le jā rahā hai dil mujhe",jigar-moradabadi
"ab zabāñ bhī de adā-e-shukr ke qābil mujhe
dard baḳhshā hai agar tū ne bajā.e-dil mujhe",jigar-moradabadi
"yuuñ taḌap kar dil ne taḌpāyā sar-e-mahfil mujhe
us ko qātil kahne vaale kah uThe qātil mujhe",jigar-moradabadi
"ab kidhar jā.ūñ batā ai jazba-e-kāmil mujhe
har taraf se aaj aatī hai sadā-e-dil mujhe",jigar-moradabadi
"rok saktī ho to baḌh kar rok le manzil mujhe
har taraf se aaj aatī hai sadā-e-dil mujhe",jigar-moradabadi
"jaan dī ki hashr tak maiñ huuñ mirī tanhā.iyāñ
haañ mubārak fursat-e-nazzāra-e-qātil mujhe",jigar-moradabadi
"har ishāre par hai phir bhī gardan-e-taslīm ḳham
jāntā huuñ saaf dhoke de rahā hai dil mujhe",jigar-moradabadi
"jā bhī ai nāseh kahāñ kā suud aur kaisā ziyāñ
ishq ne samjhā diyā hai ishq kā hāsil mujhe",jigar-moradabadi
"maiñ azal se sub.h-e-mahshar tak farozāñ hī rahā
husn samjhā thā charāġh-e-kushta-e-mahfil mujhe",jigar-moradabadi
"ḳhūn-e-dil rag rag meñ jam kar rah gayā is vahm se
baḌh ke siine se na lipTā le mirā qātil mujhe",jigar-moradabadi
"kaisā qatra kaisā dariyā kis kā tūfāñ kis kī mauj
tū jo chāhe to Dubo de ḳhushkī-e-sāhil mujhe",jigar-moradabadi
"phūñk de ai ġhairat-e-soz-e-mohabbat phūñk de
ab samajhtī haiñ vo nazreñ rahm ke qābil mujhe",jigar-moradabadi
"toḌ kar baiThā huuñ rāh-e-shauq meñ pā-e-talab
dekhnā hai jazba-e-be-tābī-e-manzil mujhe",jigar-moradabadi
"ai hujūm-e-nā-umīdī shād-bāsh-o-zinda-bāsh
tū ne sab se kar diyā begāna-o-ġhāfil mujhe",jigar-moradabadi
"dard-e-mahrūmī sahī ehsās-e-nākāmī sahī
us ne samjhā to bahar-sūrat kisī qābil mujhe",jigar-moradabadi
"ye bhī kyā manzar hai baḌhte haiñ na rukte haiñ qadam
tak rahā huuñ duur se manzil ko maiñ manzil mujhe",jigar-moradabadi
"ham ko miTā sake ye zamāne meñ dam nahīñ
ham se zamāna ḳhud hai zamāne se ham nahīñ",jigar-moradabadi
"be-fā.eda alam nahīñ be-kār ġham nahīñ
taufīq de ḳhudā to ye nemat bhī kam nahīñ",jigar-moradabadi
"merī zabāñ pe shikva-e-ahl-e-sitam nahīñ
mujh ko jagā diyā yahī ehsān kam nahīñ",jigar-moradabadi
"yā rab hujūm-e-dard ko de aur vus.ateñ
dāman to kyā abhī mirī āñkheñ bhī nam nahīñ",jigar-moradabadi
"shikva to ek chheḌ hai lekin haqīqatan
terā sitam bhī terī ināyat se kam nahīñ",jigar-moradabadi
"ab ishq us maqām pe hai justujū-navard
saaya nahīñ jahāñ koī naqsh-e-qadam nahīñ",jigar-moradabadi
"miltā hai kyuuñ maza sitam-e-rozgār meñ
terā karam bhī ḳhud jo sharīk-e-sitam nahīñ",jigar-moradabadi
"marg-e-'jigar' pe kyuuñ tirī āñkheñ haiñ ashk-rez
ik sāneha sahī magar itnā aham nahīñ",jigar-moradabadi
"ik lafz-e-mohabbat kā adnā ye fasānā hai
simTe to dil-e-āshiq phaile to zamānā hai",jigar-moradabadi
"ye kis kā tasavvur hai ye kis kā fasānā hai
jo ashk hai āñkhoñ meñ tasbīh kā daanā hai",jigar-moradabadi
"dil sañg-e-malāmat kā har-chand nishānā hai
dil phir bhī mirā dil hai dil hī to zamānā hai",jigar-moradabadi
"ham ishq ke māroñ kā itnā hī fasānā hai
rone ko nahīñ koī hañsne ko zamānā hai",jigar-moradabadi
"vo aur vafā-dushman māneñge na maanā hai
sab dil kī sharārat hai āñkhoñ kā bahānā hai",jigar-moradabadi
"shā.ir huuñ maiñ shā.ir huuñ merā hī zamānā hai
fitrat mirā ā.īnā qudrat mirā shānā hai",jigar-moradabadi
"jo un pe guzartī hai kis ne use jaanā hai
apnī hī musībat hai apnā hī fasānā hai",jigar-moradabadi
"kyā husn ne samjhā hai kyā ishq ne jaanā hai
ham ḳhāk-nashīnoñ kī Thokar meñ zamānā hai",jigar-moradabadi
"āġhāz-e-mohabbat hai aanā hai na jaanā hai
ashkoñ kī hukūmat hai aahoñ kā zamānā hai",jigar-moradabadi
"āñkhoñ meñ namī sī hai chup chup se vo baiThe haiñ
nāzuk sī nigāhoñ meñ nāzuk sā fasānā hai",jigar-moradabadi
"ham dard-ba-dil nālāñ vo dast-ba-dil hairāñ
ai ishq to kyā zālim terā hī zamānā hai",jigar-moradabadi
"yā vo the ḳhafā ham se yā ham haiñ ḳhafā un se
kal un kā zamāna thā aaj apnā zamānā hai",jigar-moradabadi
"ai ishq-e-junūñ-pesha haañ ishq-e-junūñ-pesha
aaj ek sitamgar ko hañs hañs ke rulānā hai",jigar-moradabadi
"thoḌī sī ijāzat bhī ai bazm-gah-e-hastī
aa nikle haiñ dam-bhar ko ronā hai rulānā hai",jigar-moradabadi
"ye ishq nahīñ āsāñ itnā hī samajh liije
ik aag kā dariyā hai aur Duub ke jaanā hai",jigar-moradabadi
"ḳhud husn-o-shabāb un kā kyā kam hai raqīb apnā
jab dekhiye ab vo haiñ ā.īna hai shānā hai",jigar-moradabadi
"tasvīr ke do ruḳh haiñ jaañ aur ġham-e-jānāñ
ik naqsh chhupānā hai ik naqsh dikhānā hai",jigar-moradabadi
"ye husn-o-jamāl un kā ye ishq-o-shabāb apnā
jiine kī tamannā hai marne kā zamānā hai",jigar-moradabadi
"mujh ko isī dhun meñ hai har lahza basar karnā
ab aa.e vo ab aa.e lāzim unheñ aanā hai",jigar-moradabadi
"ḳhuddārī-o-mahrūmī mahrūmī-o-ḳhuddārī
ab dil ko ḳhudā rakkhe ab dil kā zamānā hai",jigar-moradabadi
"ashkoñ ke tabassum meñ aahoñ ke tarannum meñ
ma.asūm mohabbat kā ma.asūm fasānā hai",jigar-moradabadi
"aañsū to bahut se haiñ āñkhoñ meñ 'jigar' lekin
bañdh jaa.e so motī hai rah jaa.e so daanā hai",jigar-moradabadi
"ishq-e-lā-mahdūd jab tak rahnumā hotā nahīñ
zindagī se zindagī kā haq adā hotā nahīñ",jigar-moradabadi
"be-karāñ hotā nahīñ be-intihā hotā nahīñ
qatra jab tak baḌh ke qulzum-āshnā hotā nahīñ",jigar-moradabadi
"us se baḌh kar dost koī dūsrā hotā nahīñ
sab judā ho jaa.eñ lekin ġham judā hotā nahīñ",jigar-moradabadi
"zindagī ik hādsa hai aur kaisā hādsa
maut se bhī ḳhatm jis kā silsila hotā nahīñ",jigar-moradabadi
"kaun ye nāseh ko samjhā.e ba-tarz-e-dil-nashīñ
ishq sādiq ho to ġham bhī be-mazā hotā nahīñ",jigar-moradabadi
"dard se māmūr hotī jā rahī hai kā.enāt
ik dil-e-insāñ magar dard-āshnā hotā nahīñ",jigar-moradabadi
"mere arz-e-ġham pe vo kahnā kisī kā haa.e haa.e
shikva-e-ġham sheva-e-ahl-e-vafā hotā nahīñ",jigar-moradabadi
"us maqām-e-qarb tak ab ishq pahuñchā hī jahāñ
dīda-o-dil kā bhī aksar vāstā hotā nahīñ",jigar-moradabadi
"har qadam ke saath manzil lekin is kā kyā ilaaj
ishq hī kam-baḳht manzil-āshnā hotā nahīñ",jigar-moradabadi
"allāh allāh ye kamāl aur irtibāt-e-husn-o-ishq
fāsle hoñ laakh dil se dil judā hotā nahīñ",jigar-moradabadi
"kyā qayāmat hai ki is daur-e-taraqqī meñ 'jigar'
aadmī se aadmī kā haq adā hotā nahīñ",jigar-moradabadi
"ishq ko be-naqāb honā thā
aap apnā javāb honā thā",jigar-moradabadi
"mast-e-jām-e-sharāb honā thā
be-ḳhud-e-iztirāb honā thā",jigar-moradabadi
"terī āñkhoñ kā kuchh qusūr nahīñ
haañ mujhī ko ḳharāb honā thā",jigar-moradabadi
"aao mil jaao muskurā ke gale
ho chukā jo itaab honā thā",jigar-moradabadi
"kūcha-e-ishq meñ nikal aayā
jis ko ḳhāna-ḳharāb honā thā",jigar-moradabadi
"mast-e-jām-e-sharāb ḳhaak hote
ġharq-e-jām-e-sharāb honā thā",jigar-moradabadi
"dil ki jis par haiñ naqsh-e-rañgā-rañg
us ko saada kitāb honā thā",jigar-moradabadi
"ham ne nākāmiyoñ ko DhūñD liyā
āḳhirash kāmyāb honā thā",jigar-moradabadi
"haa.e vo lamha-e-sukūñ ki jise
mahshar-e-iztirāb honā thā",jigar-moradabadi
"nigah-e-yār ḳhud taḌap uThtī
shart-e-avval ḳharāb honā thā",jigar-moradabadi
"kyuuñ na hotā sitam bhī be-pāyāñ
karam-e-be-hisāb honā thā",jigar-moradabadi
"kyuuñ nazar hairatoñ meñ Duub ga.ī
mauj-e-sad-iztirāb honā thā",jigar-moradabadi
"ho chukā roz-e-avvalīñ hī 'jigar'
jis ko jitnā ḳharāb honā thā",jigar-moradabadi
"ishq meñ lā-javāb haiñ ham log
māhtāb āftāb haiñ ham log",jigar-moradabadi
"garche ahl-e-sharāb haiñ ham log
ye na samjho ḳharāb haiñ ham log",jigar-moradabadi
"shaam se aa ga.e jo piine par
sub.h tak āftāb haiñ ham log",jigar-moradabadi
"ham ko dāvā-e-ishq-bāzī hai
mustahiqq-e-azāb haiñ ham log",jigar-moradabadi
"naaz kartī hai ḳhāna-vīrānī
aise ḳhāna-ḳharāb haiñ ham log",jigar-moradabadi
"ham nahīñ jānte ḳhizāñ kyā hai
kushtagān-e-shabāb haiñ ham log",jigar-moradabadi
